"id","ano","lei_id","situacao","titulo","capitulo","secao","sub_secao","artigo","sub_artigo","paragrafo","inciso","alinea","texto"
23,1988,1,"Vigente",1,0,0,0,4,0,0,9,0,"IX - cooperação entre os povos para o progresso da humanidade;"
24,1988,1,"Vigente",1,0,0,0,4,0,0,10,0,"X - concessão de asilo político."
25,1988,1,"Vigente",1,0,0,0,4,0,1,0,0,"Parágrafo único. A República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos da América Latina, visando à formação de uma comunidade latino-americana de nações."
26,1988,1,"Vigente",2,1,0,0,5,0,0,0,0,"Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:"
27,1988,1,"Vigente",2,1,0,0,5,0,0,1,0,"I - homens e mulheres são iguais em direitos e obrigações, nos termos desta Constituição;"
28,1988,1,"Vigente",2,1,0,0,5,0,0,2,0,"II - ninguém será obrigado a fazer ou deixar de fazer alguma coisa senão em virtude de lei;"
29,1988,1,"Vigente",2,1,0,0,5,0,0,3,0,"III - ninguém será submetido a tortura nem a tratamento desumano ou degradante;"
30,1988,1,"Vigente",2,1,0,0,5,0,0,4,0,"IV - é livre a manifestação do pensamento, sendo vedado o anonimato;"
31,1988,1,"Vigente",2,1,0,0,5,0,0,5,0,"V - é assegurado o direito de resposta, proporcional ao agravo, além da indenização por dano material, moral ou à imagem;"
32,1988,1,"Vigente",2,1,0,0,5,0,0,6,0,"VI - é inviolável a liberdade de consciência e de crença, sendo assegurado o livre exercício dos cultos religiosos e garantida, na forma da lei, a proteção aos locais de culto e a suas liturgias;"
33,1988,1,"Vigente",2,1,0,0,5,0,0,7,0,"VII - é assegurada, nos termos da lei, a prestação de assistência religiosa nas entidades civis e militares de internação coletiva;"
34,1988,1,"Vigente",2,1,0,0,5,0,0,8,0,"VIII - ninguém será privado de direitos por motivo de crença religiosa ou de convicção filosófica ou política, salvo se as invocar para eximir-se de obrigação legal a todos imposta e recusar-se a cumprir prestação alternativa, fixada em lei;"
35,1988,1,"Vigente",2,1,0,0,5,0,0,9,0,"IX - é livre a expressão da atividade intelectual, artística, científica e de comunicação, independentemente de censura ou licença;"
36,1988,1,"Vigente",2,1,0,0,5,0,0,10,0,"X - são invioláveis a intimidade, a vida privada, a honra e a imagem das pessoas, assegurado o direito a indenização pelo dano material ou moral decorrente de sua violação;"
37,1988,1,"Vigente",2,1,0,0,5,0,0,11,0,"XI - a casa é asilo inviolável do indivíduo, ninguém nela podendo penetrar sem consentimento do morador, salvo em caso de flagrante delito ou desastre, ou para prestar socorro, ou, durante o dia, por determinação judicial;"
38,1988,1,"Vigente",2,1,0,0,5,0,0,12,0,"XII - é inviolável o sigilo da correspondência e das comunicações telegráficas, de dados e das comunicações telefônicas, salvo, no último caso, por ordem judicial, nas hipóteses e na forma que a lei estabelecer para fins de investigação criminal ou instrução processual penal; (Vide Lei nº 9.296, de 1996)"
39,1988,1,"Vigente",2,1,0,0,5,0,0,13,0,"XIII - é livre o exercício de qualquer trabalho, ofício ou profissão, atendidas as qualificações profissionais que a lei estabelecer;"
40,1988,1,"Vigente",2,1,0,0,5,0,0,14,0,"XIV - é assegurado a todos o acesso à informação e resguardado o sigilo da fonte, quando necessário ao exercício profissional;"
41,1988,1,"Vigente",2,1,0,0,5,0,0,15,0,"XV - é livre a locomoção no território nacional em tempo de paz, podendo qualquer pessoa, nos termos da lei, nele entrar, permanecer ou dele sair com seus bens;"
42,1988,1,"Vigente",2,1,0,0,5,0,0,16,0,"XVI - todos podem reunir-se pacificamente, sem armas, em locais abertos ao público, independentemente de autorização, desde que não frustrem outra reunião anteriormente convocada para o mesmo local, sendo apenas exigido prévio aviso à autoridade competente;"
43,1988,1,"Vigente",2,1,0,0,5,0,0,17,0,"XVII - é plena a liberdade de associação para fins lícitos, vedada a de caráter paramilitar;"
44,1988,1,"Vigente",2,1,0,0,5,0,0,18,0,"XVIII - a criação de associações e, na forma da lei, a de cooperativas independem de autorização, sendo vedada a interferência estatal em seu funcionamento;"
45,1988,1,"Vigente",2,1,0,0,5,0,0,19,0,"XIX - as associações só poderão ser compulsoriamente dissolvidas ou ter suas atividades suspensas por decisão judicial, exigindo-se, no primeiro caso, o trânsito em julgado;"
46,1988,1,"Vigente",2,1,0,0,5,0,0,20,0,"XX - ninguém poderá ser compelido a associar-se ou a permanecer associado;"
47,1988,1,"Vigente",2,1,0,0,5,0,0,21,0,"XXI - as entidades associativas, quando expressamente autorizadas, têm legitimidade para representar seus filiados judicial ou extrajudicialmente;"
48,1988,1,"Vigente",2,1,0,0,5,0,0,22,0,"XXII - é garantido o direito de propriedade;"
49,1988,1,"Vigente",2,1,0,0,5,0,0,23,0,"XXIII - a propriedade atenderá a sua função social;"
50,1988,1,"Vigente",2,1,0,0,5,0,0,24,0,"XXIV - a lei estabelecerá o procedimento para desapropriação por necessidade ou utilidade pública, ou por interesse social, mediante justa e prévia indenização em dinheiro, ressalvados os casos previstos nesta Constituição;"
51,1988,1,"Vigente",2,1,0,0,5,0,0,25,0,"XXV - no caso de iminente perigo público, a autoridade competente poderá usar de propriedade particular, assegurada ao proprietário indenização ulterior, se houver dano;"
52,1988,1,"Vigente",2,1,0,0,5,0,0,26,0,"XXVI - a pequena propriedade rural, assim definida em lei, desde que trabalhada pela família, não será objeto de penhora para pagamento de débitos decorrentes de sua atividade produtiva, dispondo a lei sobre os meios de financiar o seu desenvolvimento;"
53,1988,1,"Vigente",2,1,0,0,5,0,0,27,0,"XXVII - aos autores pertence o direito exclusivo de utilização, publicação ou reprodução de suas obras, transmissível aos herdeiros pelo tempo que a lei fixar;"
54,1988,1,"Vigente",2,1,0,0,5,0,0,28,0,"XXVIII - são assegurados, nos termos da lei:"
55,1988,1,"Vigente",2,1,0,0,5,0,0,28,1,"a) a proteção às participações individuais em obras coletivas e à reprodução da imagem e voz humanas, inclusive nas atividades desportivas;"
56,1988,1,"Vigente",2,1,0,0,5,0,0,28,2,"b) o direito de fiscalização do aproveitamento econômico das obras que criarem ou de que participarem aos criadores, aos intérpretes e às respectivas representações sindicais e associativas;"
57,1988,1,"Vigente",2,1,0,0,5,0,0,29,0,"XXIX - a lei assegurará aos autores de inventos industriais privilégio temporário para sua utilização, bem como proteção às criações industriais, à propriedade das marcas, aos nomes de empresas e a outros signos distintivos, tendo em vista o interesse social e o desenvolvimento tecnológico e econômico do País;"
58,1988,1,"Vigente",2,1,0,0,5,0,0,30,0,"XXX - é garantido o direito de herança;"
59,1988,1,"Vigente",2,1,0,0,5,0,0,31,0,"XXXI - a sucessão de bens de estrangeiros situados no País será regulada pela lei brasileira em benefício do cônjuge ou dos filhos brasileiros, sempre que não lhes seja mais favorável a lei pessoal do ""de cujus"";"
60,1988,1,"Vigente",2,1,0,0,5,0,0,32,0,"XXXII - o Estado promoverá, na forma da lei, a defesa do consumidor;"
61,1988,1,"Vigente",2,1,0,0,5,0,0,33,0,"XXXIII - todos têm direito a receber dos órgãos públicos informações de seu interesse particular, ou de interesse coletivo ou geral, que serão prestadas no prazo da lei, sob pena de responsabilidade, ressalvadas aquelas cujo sigilo seja imprescindível à segurança da sociedade e do Estado; (Regulamento)"
62,1988,1,"Vigente",2,1,0,0,5,0,0,34,0,"XXXIV - são a todos assegurados, independentemente do pagamento de taxas:"
63,1988,1,"Vigente",2,1,0,0,5,0,0,34,1,"a) o direito de petição aos Poderes Públicos em defesa de direitos ou contra ilegalidade ou abuso de poder;"
64,1988,1,"Vigente",2,1,0,0,5,0,0,34,2,"b) a obtenção de certidões em repartições públicas, para defesa de direitos e esclarecimento de situações de interesse pessoal;"
65,1988,1,"Vigente",2,1,0,0,5,0,0,35,0,"XXXV - a lei não excluirá da apreciação do Poder Judiciário lesão ou ameaça a direito;"
66,1988,1,"Vigente",2,1,0,0,5,0,0,36,0,"XXXVI - a lei não prejudicará o direito adquirido, o ato jurídico perfeito e a coisa julgada;"
67,1988,1,"Vigente",2,1,0,0,5,0,0,37,0,"XXXVII - não haverá juízo ou tribunal de exceção;"
68,1988,1,"Vigente",2,1,0,0,5,0,0,38,0,"XXXVIII - é reconhecida a instituição do júri, com a organização que lhe der a lei, assegurados:"
69,1988,1,"Vigente",2,1,0,0,5,0,0,38,1,"a) a plenitude de defesa;"
70,1988,1,"Vigente",2,1,0,0,5,0,0,38,2,"b) o sigilo das votações;"
71,1988,1,"Vigente",2,1,0,0,5,0,0,38,3,"c) a soberania dos veredictos;"
72,1988,1,"Vigente",2,1,0,0,5,0,0,38,4,"d) a competência para o julgamento dos crimes dolosos contra a vida;"
73,1988,1,"Vigente",2,1,0,0,5,0,0,39,0,"XXXIX - não há crime sem lei anterior que o defina, nem pena sem prévia cominação legal;"
74,1988,1,"Vigente",2,1,0,0,5,0,0,40,0,"XL - a lei penal não retroagirá, salvo para beneficiar o réu;"
75,1988,1,"Vigente",2,1,0,0,5,0,0,41,0,"XLI - a lei punirá qualquer discriminação atentatória dos direitos e liberdades fundamentais;"
76,1988,1,"Vigente",2,1,0,0,5,0,0,42,0,"XLII - a prática do racismo constitui crime inafiançável e imprescritível, sujeito à pena de reclusão, nos termos da lei;"
77,1988,1,"Vigente",2,1,0,0,5,0,0,43,0,"XLIII - a lei considerará crimes inafiançáveis e insuscetíveis de graça ou anistia a prática da tortura , o tráfico ilícito de entorpecentes e drogas afins, o terrorismo e os definidos como crimes hediondos, por eles respondendo os mandantes, os executores e os que, podendo evitá-los, se omitirem;"
78,1988,1,"Vigente",2,1,0,0,5,0,0,44,0,"XLIV - constitui crime inafiançável e imprescritível a ação de grupos armados, civis ou militares, contra a ordem constitucional e o Estado Democrático;"
79,1988,1,"Vigente",2,1,0,0,5,0,0,45,0,"XLV - nenhuma pena passará da pessoa do condenado, podendo a obrigação de reparar o dano e a decretação do perdimento de bens ser, nos termos da lei, estendidas aos sucessores e contra eles executadas, até o limite do valor do patrimônio transferido;"
80,1988,1,"Vigente",2,1,0,0,5,0,0,46,0,"XLVI - a lei regulará a individualização da pena e adotará, entre outras, as seguintes:"
81,1988,1,"Vigente",2,1,0,0,5,0,0,46,1,"a) privação ou restrição da liberdade;"
82,1988,1,"Vigente",2,1,0,0,5,0,0,46,2,"b) perda de bens;"
83,1988,1,"Vigente",2,1,0,0,5,0,0,46,3,"c) multa;"
84,1988,1,"Vigente",2,1,0,0,5,0,0,46,4,"d) prestação social alternativa;"
85,1988,1,"Vigente",2,1,0,0,5,0,0,46,5,"e) suspensão ou interdição de direitos;"
86,1988,1,"Vigente",2,1,0,0,5,0,0,47,0,"XLVII - não haverá penas:"
87,1988,1,"Vigente",2,1,0,0,5,0,0,47,1,"a) de morte, salvo em caso de guerra declarada, nos termos do art. 84, XIX;"
88,1988,1,"Vigente",2,1,0,0,5,0,0,47,2,"b) de caráter perpétuo;"
89,1988,1,"Vigente",2,1,0,0,5,0,0,47,3,"c) de trabalhos forçados;"
90,1988,1,"Vigente",2,1,0,0,5,0,0,47,4,"d) de banimento;"
91,1988,1,"Vigente",2,1,0,0,5,0,0,47,5,"e) cruéis;"
92,1988,1,"Vigente",2,1,0,0,5,0,0,48,0,"XLVIII - a pena será cumprida em estabelecimentos distintos, de acordo com a natureza do delito, a idade e o sexo do apenado;"
93,1988,1,"Vigente",2,1,0,0,5,0,0,49,0,"XLIX - é assegurado aos presos o respeito à integridade física e moral;"
94,1988,1,"Vigente",2,1,0,0,5,0,0,50,0,"L - às presidiárias serão asseguradas condições para que possam permanecer com seus filhos durante o período de amamentação;"
95,1988,1,"Vigente",2,1,0,0,5,0,0,51,0,"LI - nenhum brasileiro será extraditado, salvo o naturalizado, em caso de crime comum, praticado antes da naturalização, ou de comprovado envolvimento em tráfico ilícito de entorpecentes e drogas afins, na forma da lei;"
96,1988,1,"Vigente",2,1,0,0,5,0,0,52,0,"LII - não será concedida extradição de estrangeiro por crime político ou de opinião;"
97,1988,1,"Vigente",2,1,0,0,5,0,0,53,0,"LIII - ninguém será processado nem sentenciado senão pela autoridade competente;"
98,1988,1,"Vigente",2,1,0,0,5,0,0,54,0,"LIV - ninguém será privado da liberdade ou de seus bens sem o devido processo legal;"
99,1988,1,"Vigente",2,1,0,0,5,0,0,55,0,"LV - aos litigantes, em processo judicial ou administrativo, e aos acusados em geral são assegurados o contraditório e ampla defesa, com os meios e recursos a ela inerentes;"
100,1988,1,"Vigente",2,1,0,0,5,0,0,56,0,"LVI - são inadmissíveis, no processo, as provas obtidas por meios ilícitos;"
101,1988,1,"Vigente",2,1,0,0,5,0,0,57,0,"LVII - ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória;"
102,1988,1,"Vigente",2,1,0,0,5,0,0,58,0,"LVIII - o civilmente identificado não será submetido a identificação criminal, salvo nas hipóteses previstas em lei;"
103,1988,1,"Vigente",2,1,0,0,5,0,0,59,0,"LIX - será admitida ação privada nos crimes de ação pública, se esta não for intentada no prazo legal;"
104,1988,1,"Vigente",2,1,0,0,5,0,0,60,0,"LX - a lei só poderá restringir a publicidade dos atos processuais quando a defesa da intimidade ou o interesse social o exigirem;"
105,1988,1,"Vigente",2,1,0,0,5,0,0,61,0,"LXI - ninguém será preso senão em flagrante delito ou por ordem escrita e fundamentada de autoridade judiciária competente, salvo nos casos de transgressão militar ou crime propriamente militar, definidos em lei;"
106,1988,1,"Vigente",2,1,0,0,5,0,0,62,0,"LXII - a prisão de qualquer pessoa e o local onde se encontre serão comunicados imediatamente ao juiz competente e à família do preso ou à pessoa por ele indicada;"
107,1988,1,"Vigente",2,1,0,0,5,0,0,63,0,"LXIII - o preso será informado de seus direitos, entre os quais o de permanecer calado, sendo-lhe assegurada a assistência da família e de advogado;"
108,1988,1,"Vigente",2,1,0,0,5,0,0,64,0,"LXIV - o preso tem direito à identificação dos responsáveis por sua prisão ou por seu interrogatório policial;"
109,1988,1,"Vigente",2,1,0,0,5,0,0,65,0,"LXV - a prisão ilegal será imediatamente relaxada pela autoridade judiciária;"
110,1988,1,"Vigente",2,1,0,0,5,0,0,66,0,"LXVI - ninguém será levado à prisão ou nela mantido, quando a lei admitir a liberdade provisória, com ou sem fiança;"
111,1988,1,"Vigente",2,1,0,0,5,0,0,67,0,"LXVII - não haverá prisão civil por dívida, salvo a do responsável pelo inadimplemento voluntário e inescusável de obrigação alimentícia e a do depositário infiel;"
112,1988,1,"Vigente",2,1,0,0,5,0,0,68,0,"LXVIII - conceder-se-á ""habeas-corpus"" sempre que alguém sofrer ou se achar ameaçado de sofrer violência ou coação em sua liberdade de locomoção, por ilegalidade ou abuso de poder;"
113,1988,1,"Vigente",2,1,0,0,5,0,0,69,0,"LXIX - conceder-se-á mandado de segurança para proteger direito líquido e certo, não amparado por ""habeas-corpus"" ou ""habeas-data"", quando o responsável pela ilegalidade ou abuso de poder for autoridade pública ou agente de pessoa jurídica no exercício de atribuições do Poder Público;"
114,1988,1,"Vigente",2,1,0,0,5,0,0,70,0,"LXX - o mandado de segurança coletivo pode ser impetrado por:"
115,1988,1,"Vigente",2,1,0,0,5,0,0,70,1,"a) partido político com representação no Congresso Nacional;"
116,1988,1,"Vigente",2,1,0,0,5,0,0,70,2,"b) organização sindical, entidade de classe ou associação legalmente constituída e em funcionamento há pelo menos um ano, em defesa dos interesses de seus membros ou associados;"
117,1988,1,"Vigente",2,1,0,0,5,0,0,71,0,"LXXI - conceder-se-á mandado de injunção sempre que a falta de norma regulamentadora torne inviável o exercício dos direitos e liberdades constitucionais e das prerrogativas inerentes à nacionalidade, à soberania e à cidadania;"
118,1988,1,"Vigente",2,1,0,0,5,0,0,72,0,"LXXII - conceder-se-á ""habeas-data"":"
119,1988,1,"Vigente",2,1,0,0,5,0,0,72,1,"a) para assegurar o conhecimento de informações relativas à pessoa do impetrante, constantes de registros ou bancos de dados de entidades governamentais ou de caráter público;"
120,1988,1,"Vigente",2,1,0,0,5,0,0,72,2,"b) para a retificação de dados, quando não se prefira fazê-lo por processo sigiloso, judicial ou administrativo;"
121,1988,1,"Vigente",2,1,0,0,5,0,0,73,0,"LXXIII - qualquer cidadão é parte legítima para propor ação popular que vise a anular ato lesivo ao patrimônio público ou de entidade de que o Estado participe, à moralidade administrativa, ao meio ambiente e ao patrimônio histórico e cultural, ficando o autor, salvo comprovada má-fé, isento de custas judiciais e do ônus da sucumbência;"
122,1988,1,"Vigente",2,1,0,0,5,0,0,74,0,"LXXIV - o Estado prestará assistência jurídica integral e gratuita aos que comprovarem insuficiência de recursos;"
123,1988,1,"Vigente",2,1,0,0,5,0,0,75,0,"LXXV - o Estado indenizará o condenado por erro judiciário, assim como o que ficar preso além do tempo fixado na sentença;"
124,1988,1,"Vigente",2,1,0,0,5,0,0,76,0,"LXXVI - são gratuitos para os reconhecidamente pobres, na forma da lei:"
125,1988,1,"Vigente",2,1,0,0,5,0,0,76,1,"a) o registro civil de nascimento;"
126,1988,1,"Vigente",2,1,0,0,5,0,0,76,2,"b) a certidão de óbito;"
127,1988,1,"Vigente",2,1,0,0,5,0,0,77,0,"LXXVII - são gratuitas as ações de ""habeas-corpus"" e ""habeas-data"", e, na forma da lei, os atos necessários ao exercício da cidadania."
128,1988,1,"Vigente",2,1,0,0,5,0,0,78,0,"LXXVIII a todos, no âmbito judicial e administrativo, são assegurados a razoável duração do processo e os meios que garantam a celeridade de sua tramitação. (Incluído pela Emenda Constitucional nº 45, de 2004)"
129,1988,1,"Vigente",2,1,0,0,5,0,1,0,0,"§ 1º - As normas definidoras dos direitos e garantias fundamentais têm aplicação imediata."
130,1988,1,"Vigente",2,1,0,0,5,0,2,0,0,"§ 2º - Os direitos e garantias expressos nesta Constituição não excluem outros decorrentes do regime e dos princípios por ela adotados, ou dos tratados internacionais em que a República Federativa do Brasil seja parte."
131,1988,1,"Vigente",2,1,0,0,5,0,3,0,0,"§ 3º Os tratados e convenções internacionais sobre direitos humanos que forem aprovados, em cada Casa do Congresso Nacional, em dois turnos, por três quintos dos votos dos respectivos membros, serão equivalentes às emendas constitucionais. (Incluído pela Emenda Constitucional nº 45, de 2004)   (Atos aprovados na forma deste parágrafo)"
132,1988,1,"Vigente",2,1,0,0,5,0,4,0,0,"§ 4º O Brasil se submete à jurisdição de Tribunal Penal Internacional a cuja criação tenha manifestado adesão. (Incluído pela Emenda Constitucional nº 45, de 2004)"
133,1988,1,"Vigente",2,2,0,0,6,0,0,0,0,"Art. 6º São direitos sociais a educação, a saúde, o trabalho, o lazer, a segurança, a previdência social, a proteção à maternidade e à infância, a assistência aos desamparados, na forma desta Constituição."
134,1988,1,"Vigente",2,2,0,0,6,0,0,0,0,"Art. 6º São direitos sociais a educação, a saúde, o trabalho, a moradia, o lazer, a segurança, a previdência social, a proteção à maternidade e à infância, a assistência aos desamparados, na forma desta Constituição.(Redação dada pela Emenda Constitucional nº 26, de 2000)"
135,1988,1,"Vigente",2,2,0,0,7,0,0,0,0,"Art. 7º São direitos dos trabalhadores urbanos e rurais, além de outros que visem à melhoria de sua condição social:"
136,1988,1,"Vigente",2,2,0,0,7,0,0,1,0,"I - relação de emprego protegida contra despedida arbitrária ou sem justa causa, nos termos de lei complementar, que preverá indenização compensatória, dentre outros direitos;"
137,1988,1,"Vigente",2,2,0,0,7,0,0,2,0,"II - seguro-desemprego, em caso de desemprego involuntário;"
138,1988,1,"Vigente",2,2,0,0,7,0,0,3,0,"III - fundo de garantia do tempo de serviço;"
139,1988,1,"Vigente",2,2,0,0,7,0,0,4,0,"IV - salário mínimo , fixado em lei, nacionalmente unificado, capaz de atender a suas necessidades vitais básicas e às de sua família com moradia, alimentação, educação, saúde, lazer, vestuário, higiene, transporte e previdência social, com reajustes periódicos que lhe preservem o poder aquisitivo, sendo vedada sua vinculação para qualquer fim;"
140,1988,1,"Vigente",2,2,0,0,7,0,0,5,0,"V - piso salarial proporcional à extensão e à complexidade do trabalho;"
141,1988,1,"Vigente",2,2,0,0,7,0,0,6,0,"VI - irredutibilidade do salário, salvo o disposto em convenção ou acordo coletivo;"
142,1988,1,"Vigente",2,2,0,0,7,0,0,7,0,"VII - garantia de salário, nunca inferior ao mínimo, para os que percebem remuneração variável;"
143,1988,1,"Vigente",2,2,0,0,7,0,0,8,0,"VIII - décimo terceiro salário com base na remuneração integral ou no valor da aposentadoria;"
144,1988,1,"Vigente",2,2,0,0,7,0,0,9,0,"IX - remuneração do trabalho noturno superior à do diurno;"
145,1988,1,"Vigente",2,2,0,0,7,0,0,10,0,"X - proteção do salário na forma da lei, constituindo crime sua retenção dolosa;"
146,1988,1,"Vigente",2,2,0,0,7,0,0,11,0,"XI - participação nos lucros, ou resultados, desvinculada da remuneração, e, excepcionalmente, participação na gestão da empresa, conforme definido em lei;"
147,1988,1,"Vigente",2,2,0,0,7,0,0,12,0,"XII - salário-família para os seus dependentes;"
148,1988,1,"Vigente",2,2,0,0,7,0,0,12,0,"XII - salário-família pago em razão do dependente do trabalhador de baixa renda nos termos da lei;(Redação dada pela Emenda Constitucional nº 20, de 1998)"
149,1988,1,"Vigente",2,2,0,0,7,0,0,13,0,"XIII - duração do trabalho normal não superior a oito horas diárias e quarenta e quatro semanais, facultada a compensação de horários e a redução da jornada, mediante acordo ou convenção coletiva de trabalho; (vide Decreto-Lei nº 5.452, de 1943)"
150,1988,1,"Vigente",2,2,0,0,7,0,0,14,0,"XIV - jornada de seis horas para o trabalho realizado em turnos ininterruptos de revezamento, salvo negociação coletiva;"
151,1988,1,"Vigente",2,2,0,0,7,0,0,15,0,"XV - repouso semanal remunerado, preferencialmente aos domingos;"
152,1988,1,"Vigente",2,2,0,0,7,0,0,16,0,"XVI - remuneração do serviço extraordinário superior, no mínimo, em cinqüenta por cento à do normal; (Vide Del 5.452, art. 59 § 1º)"
153,1988,1,"Vigente",2,2,0,0,7,0,0,17,0,"XVII - gozo de férias anuais remuneradas com, pelo menos, um terço a mais do que o salário normal;"
154,1988,1,"Vigente",2,2,0,0,7,0,0,18,0," XVIII - licença à gestante, sem prejuízo do emprego e do salário, com a duração de cento e vinte dias;"
155,1988,1,"Vigente",2,2,0,0,7,0,0,19,0,"XIX - licença-paternidade, nos termos fixados em lei;"
156,1988,1,"Vigente",2,2,0,0,7,0,0,20,0,"XX - proteção do mercado de trabalho da mulher, mediante incentivos específicos, nos termos da lei;"
157,1988,1,"Vigente",2,2,0,0,7,0,0,21,0,"XXI - aviso prévio proporcional ao tempo de serviço, sendo no mínimo de trinta dias, nos termos da lei;"
158,1988,1,"Vigente",2,2,0,0,7,0,0,22,0,"XXII - redução dos riscos inerentes ao trabalho, por meio de normas de saúde, higiene e segurança;"
159,1988,1,"Vigente",2,2,0,0,7,0,0,23,0,"XXIII - adicional de remuneração para as atividades penosas, insalubres ou perigosas, na forma da lei;"
160,1988,1,"Vigente",2,2,0,0,7,0,0,24,0,"XXIV - aposentadoria;"
161,1988,1,"Vigente",2,2,0,0,7,0,0,25,0,"XXV - assistência gratuita aos filhos e dependentes desde o nascimento até seis anos de idade em creches e pré-escolas;"
162,1988,1,"Vigente",2,2,0,0,7,0,0,25,0,"XXV - assistência gratuita aos filhos e dependentes desde o nascimento até 5 (cinco) anos de idade em creches e pré-escolas; (Redação dada pela Emenda Constitucional nº 53, de 2006)"
163,1988,1,"Vigente",2,2,0,0,7,0,0,26,0,"XXVI - reconhecimento das convenções e acordos coletivos de trabalho;"
164,1988,1,"Vigente",2,2,0,0,7,0,0,27,0,"XXVII - proteção em face da automação, na forma da lei;"
165,1988,1,"Vigente",2,2,0,0,7,0,0,28,0,"XXVIII - seguro contra acidentes de trabalho, a cargo do empregador, sem excluir a indenização a que este está obrigado, quando incorrer em dolo ou culpa;"
166,1988,1,"Vigente",2,2,0,0,7,0,0,29,0,"XXIX - ação, quanto a créditos resultantes das relações de trabalho, com prazo prescricional de:"
167,1988,1,"Vigente",2,2,0,0,7,0,0,29,0,"XXIX - ação, quanto aos créditos resultantes das relações de trabalho, com prazo prescricional de cinco anos para os trabalhadores urbanos e rurais, até o limite de dois anos após a extinção do contrato de trabalho;(Redação dada pela Emenda Constitucional nº 28, de 25/05/2000)"
168,1988,1,"Vigente",2,2,0,0,7,0,0,29,1,"a) cinco anos para o trabalhador urbano, até o limite de dois anos após a extinção do contrato;"
169,1988,1,"Vigente",2,2,0,0,7,0,0,29,2,"b) até dois anos após a extinção do contrato, para o trabalhador rural; (Revogado pela Emenda Constitucional nº 28, de 25/05/2000)"
170,1988,1,"Vigente",2,2,0,0,7,0,0,30,0,"XXX - proibição de diferença de salários, de exercício de funções e de critério de admissão por motivo de sexo, idade, cor ou estado civil;"
171,1988,1,"Vigente",2,2,0,0,7,0,0,31,0,"XXXI - proibição de qualquer discriminação no tocante a salário e critérios de admissão do trabalhador portador de deficiência;"
172,1988,1,"Vigente",2,2,0,0,7,0,0,32,0,"XXXII - proibição de distinção entre trabalho manual, técnico e intelectual ou entre os profissionais respectivos;"
